first_name,last_name,full_name,number
Enzo,Sonnino,Enzo Sonnino,3768311968
Raffaele,Lettiere,Raffaele Lettiere,3425282516
Sig.ra,Paulina,Sig.ra Paulina Niscoromni,3898012654
Allegra,Metella-Maccanelli,Allegra Metella-Maccanelli,3715231431
Ivan,Renzi,Ivan Renzi,3574205549
Gaetano,Luria,Gaetano Luria,3090179745
Ranieri,Duse,Ranieri Duse,3178728299
Biagio,Castioni,Biagio Castioni,3730684727
Antonello,Gelli-Bottigliero,Antonello Gelli-Bottigliero,3950936299
Benvenuto,Germano,Benvenuto Germano,3991390314
Carolina,Luna,Carolina Luna,3234355426
Rolando,Bixio-Carfagna,Rolando Bixio-Carfagna,3996978717
Rocco,Sauli,Rocco Sauli,3038849431
Ninetta,Brichese-Saraceno,Ninetta Brichese-Saraceno,3098165935
Paulina,Pirandello,Paulina Pirandello,3720475877
Ornella,Guinizzelli,Ornella Guinizzelli,3264831577
Federigo,Comencini-Scarlatti,Federigo Comencini-Scarlatti,3649142704
Giustino,Petrucci,Giustino Petrucci,3138539283
Arnaldo,Collodi,Arnaldo Collodi,3240249176
Dott.,Licia,Dott. Licia Cantimori,3878810894
Ivo,Cuomo-Mantegazza,Ivo Cuomo-Mantegazza,3927273567
Paola,Priuli,Paola Priuli,3020429639
Fortunata,Tosto,Fortunata Tosto,3365381632
Flora,Marenzio-Caccianemico,Flora Marenzio-Caccianemico,3192472683
Roberto,Stoppani,Roberto Stoppani,3196403466
Dario,Zola,Dario Zola,3801107936
Carolina,Capuana-Badoer,Carolina Capuana-Badoer,3307393195
Hugo,Chittolini,Hugo Chittolini,3346261120
Mauro,Liverotti,Mauro Liverotti,3722380765
Vincenzo,Pagnotto,Vincenzo Pagnotto,3633498077
Paloma,Camilleri,Paloma Camilleri,3249642950
Sebastiano,Nugnes,Sebastiano Nugnes,3898229065
Giulietta,Foà,Giulietta Foà,3618397647
Ugolino,Villarosa,Ugolino Villarosa,3017712081
Giosuè,Federico,Giosuè Federico,3423825173
Ermanno,Gibilisco,Ermanno Gibilisco,3037375725
Stefania,Nordio-Gentili,Stefania Nordio-Gentili,3934911409
Dolores,Smirnoff,Dolores Smirnoff,3772035177
Dina,Moschino,Dina Moschino,3774991953
Baccio,Impastato,Baccio Impastato,3976147939
Concetta,Babbo,Concetta Babbo,3469437983
Gino,Cundari,Gino Cundari,3914275771
Dott.,Imelda,Dott. Imelda Baracca,3277327180
Susanna,Caboto,Susanna Caboto,3710394011
Niccolò,Papafava,Niccolò Papafava,3223463387
Sig.,Umberto,Sig. Umberto Correr,3447887397
Loretta,Leopardi,Loretta Leopardi,3621416999
Pietro,Asmundo,Pietro Asmundo,3343059553
Berenice,Bellini-Martucci,Berenice Bellini-Martucci,3787048351
Dott.,Isabella,Dott. Isabella Mascagni,3456435173
Laureano,Sibilia,Laureano Sibilia,3870320323
Dionigi,Casadei,Dionigi Casadei,3740438273
Raimondo,Regge,Raimondo Regge,3378221943
Tiziana,Foconi,Tiziana Foconi,3233823273
Evangelista,Combi,Evangelista Combi,3050434345
Dott.,Girolamo,Dott. Girolamo Riccati,3961672171
Jolanda,Toscanini-Doria,Jolanda Toscanini-Doria,3145961063
Diana,Gremese,Diana Gremese,3158962971
Giovanni,Foconi,Giovanni Foconi,3336551797
Paoletta,Comencini,Paoletta Comencini,3526815452
Alessandra,Avogadro,Alessandra Avogadro,3302455172
Donatello,Zacco-Segni,Donatello Zacco-Segni,3315321131
Sig.,Adamo,Sig. Adamo Antonucci,3952654862
Sig.,Ivo,Sig. Ivo Migliaccio,3544133682
Salvi,Esposito,Salvi Esposito,3430638959
Patrizio,Canevascini,Patrizio Canevascini,3344282962
Dolores,Badoer,Dolores Badoer,3003705867
Virgilio,Monte,Virgilio Monte,3184916120
Paola,Rocca,Paola Rocca,3204083684
Camilla,Badoer,Camilla Badoer,3264281080
Alessandra,Sokolov,Alessandra Sokolov,3660548799
Lolita,Cerquiglini,Lolita Cerquiglini,3392569339
Dott.,Camillo,Dott. Camillo Tanzini,3001803326
Sig.,Pierluigi,Sig. Pierluigi Malenchini,3371745136
Liana,Guarato,Liana Guarato,3852017463
Veronica,Iacovelli,Veronica Iacovelli,3414930462
Luigi,Guidone,Luigi Guidone,3782182063
Amalia,Oscuro,Amalia Oscuro,3318594125
Giuseppe,Rossi,Giuseppe Rossi,3660162411
Mattia,Zanzi-Smirnoff,Mattia Zanzi-Smirnoff,3313292041
Armando,Morandini,Armando Morandini,3934848520
Allegra,Dallapé,Allegra Dallapé,3829597039
Dott.,Girolamo,Dott. Girolamo Fantozzi,3035635016
Elena,Bellucci,Elena Bellucci,3068296722
Mirco,Sobrero,Mirco Sobrero,3204963755
Dott.,Marcella,Dott. Marcella Zampa,3909859344
Dott.,Alina,Dott. Alina Morricone,3199892178
Sig.ra,Martina,Sig.ra Martina Pincherle,3289799796
Liberto,Buonauro,Liberto Buonauro,3749266673
Donato,Prodi,Donato Prodi,3354999072
Rosaria,Eco-Trapani,Rosaria Eco-Trapani,3914926954
Giovanna,Morgagni,Giovanna Morgagni,3356883463
Sig.,Flavio,Sig. Flavio Pavanello,3023259214
Nina,Visconti,Nina Visconti,3506307976
Sole,Iannuzzi,Sole Iannuzzi,3676868183
Fabrizio,Pigafetta,Fabrizio Pigafetta,3526327974
Dino,Fabbri,Dino Fabbri,3187982526
Salvatore,Onisto,Salvatore Onisto,3618941109
Pierluigi,Bixio-Curatoli,Pierluigi Bixio-Curatoli,3502815865
Dott.,Patrizio,Dott. Patrizio Moneta,3334030228
Rocco,Barozzi,Rocco Barozzi,3457191473
Giovanni,Cutrufo,Giovanni Cutrufo,3112602434
Sig.ra,Cassandra,Sig.ra Cassandra Pulci,3930242126
Camilla,Dulbecco,Camilla Dulbecco,3721977473
Marissa,Gagliardi,Marissa Gagliardi,3907713562
Rita,Metella,Rita Metella,3752797217
Sig.,Alphons,Sig. Alphons Bixio,3846323092
Priscilla,Mercati,Priscilla Mercati,3262203147
Achille,Bombieri,Achille Bombieri,3896357807
Amanda,Piazzi,Amanda Piazzi,3711847265
Ottavio,Bruscantini,Ottavio Bruscantini,3562463361
Bettina,Venier,Bettina Venier,3845743542
Romeo,Rubbia-Saffi,Romeo Rubbia-Saffi,3228366627
Barbara,Cainero,Barbara Cainero,3351087116
Renata,Versace-Vasari,Renata Versace-Vasari,3374636126
Alessio,Bruno,Alessio Bruno,3250312962
Tina,Petruzzi,Tina Petruzzi,3042034210
Giacomo,Cheda,Giacomo Cheda,3268826534
Vanessa,Michelangeli,Vanessa Michelangeli,3408048729
Graziella,Fracci,Graziella Fracci,3828890005
Nedda,Sforza,Nedda Sforza,3616441586
Amadeo,Gentili,Amadeo Gentili,3806652632
Elvira,Pepe,Elvira Pepe,3336423969
Franco,Roccabonella,Franco Roccabonella,3647222339
Amico,Morabito,Amico Morabito,3098907787
Dott.,Aria,Dott. Aria Sonnino,3827810459
Melania,Trapanese,Melania Trapanese,3498466937
Sig.,Michele,Sig. Michele Rossini,3396063880
Simonetta,Stefanelli,Simonetta Stefanelli,3149534519
Dott.,Giuseppina,Dott. Giuseppina Cabrini,3312656348
Beppe,Asprucci,Beppe Asprucci,3041809783
Gianni,Tebaldi,Gianni Tebaldi,3487992433
Luciano,Bottaro-Gadda,Luciano Bottaro-Gadda,3023075779
Lina,Camilleri,Lina Camilleri,3169559952
Gianna,Garozzo,Gianna Garozzo,3408944120
Sole,Cafarchia,Sole Cafarchia,3354912831
Fiorenzo,Conti,Fiorenzo Conti,3403911906
Paulina,Rossini-Gioberti,Paulina Rossini-Gioberti,3469471892
Eugenia,Roncalli,Eugenia Roncalli,3324041559
Giulio,Parmitano,Giulio Parmitano,3741134467
Roberta,Sommaruga,Roberta Sommaruga,3992528955
Marisa,Bataglia,Marisa Bataglia,3816493730
Ermanno,Orlando-Inzaghi,Ermanno Orlando-Inzaghi,3382974723
Evangelista,Bragadin,Evangelista Bragadin,3890492731
Giuliana,Sabatini,Giuliana Sabatini,3482483232
Dott.,Natalia,Dott. Natalia Simeoni,3169265310
Mirko,Montesano,Mirko Montesano,3223094732
Franco,Vezzali,Franco Vezzali,3753998489
Dott.,Adele,Dott. Adele Magrassi,3057314040
Alina,Bellò,Alina Bellò,3086444841
Ludovica,Visintini,Ludovica Visintini,3748478851
Sonia,Argurio-Piazzi,Sonia Argurio-Piazzi,3257690557
Camillo,Pugliese,Camillo Pugliese,3655087982
Delfino,Traetta-Cappelli,Delfino Traetta-Cappelli,3625894399
Domenico,Bellocchio,Domenico Bellocchio,3639804787
Caterina,Priuli,Caterina Priuli,3468914867
Olga,Giusti-Nicolucci,Olga Giusti-Nicolucci,3074619364
Valeria,Vecoli-Metella,Valeria Vecoli-Metella,3293775646
Bernardo,Brancaccio,Bernardo Brancaccio,3986311619
Dott.,Gionata,Dott. Gionata Giovine,3996469603
Bianca,Perozzo,Bianca Perozzo,3312930717
Azeglio,Marzorati,Azeglio Marzorati,3832585790
Sig.,Carlo,Sig. Carlo Poerio,3543257848
Maria,Villadicani,Maria Villadicani,3940735440
Anita,Chiappetta,Anita Chiappetta,3233938614
Sig.,Ugolino,Sig. Ugolino Pelli,3832243899
Luciana,Forza,Luciana Forza,3446812207
Letizia,Ferrara-Federico,Letizia Ferrara-Federico,3030286864
Melania,Solimena,Melania Solimena,3307305290
Stefano,Pergolesi,Stefano Pergolesi,3615262736
Luigi,Aloisio,Luigi Aloisio,3039106188
Sig.ra,Liliana,Sig.ra Liliana Pasqua,3855013110
Ilaria,Mascheroni-Luzi,Ilaria Mascheroni-Luzi,3152933136
Bianca,Palazzo,Bianca Palazzo,3876888791
Melina,Finetti,Melina Finetti,3657380279
Sig.,Gianpaolo,Sig. Gianpaolo Sinisi,3520943619
Ilaria,Torlonia,Ilaria Torlonia,3421294150
Angelica,Pellegrini,Angelica Pellegrini,3458335460
Ferdinando,Venditti,Ferdinando Venditti,3014511835
Sig.ra,Gemma,Sig.ra Gemma Favata,3428026242
Nadia,Serlupi,Nadia Serlupi,3291394293
Alessia,Favata,Alessia Favata,3392535031
Rolando,Scamarcio,Rolando Scamarcio,3893170545
Bianca,Carpaccio,Bianca Carpaccio,3358736286
Natalia,Spinelli-Barcella,Natalia Spinelli-Barcella,3428763205
Arturo,Iadanza,Arturo Iadanza,3267650986
Dario,Peruzzi,Dario Peruzzi,3616901816
Gioacchino,Cristoforetti,Gioacchino Cristoforetti,3238270210
Eva,Seddio,Eva Seddio,3585989542
Fulvio,Borgia,Fulvio Borgia,3612778107
Flavia,Biagiotti,Flavia Biagiotti,3816647849
Gianfrancesco,Cardano-Bernini,Gianfrancesco Cardano-Bernini,3176526207
Giustino,Pepe,Giustino Pepe,3741978263
Raffaele,Riccardi,Raffaele Riccardi,3047713943
Pasqual,Baracca,Pasqual Baracca,3757139792
Dott.,Alberto,Dott. Alberto Giannetti,3066426534
Marissa,Liguori,Marissa Liguori,3806520351
Mario,Montanari,Mario Montanari,3672751607
Marcello,Migliaccio,Marcello Migliaccio,3989550849
Antonietta,Rossi,Antonietta Rossi,3862854265
Emilio,Pellico,Emilio Pellico,3556968717
Nadia,Migliaccio,Nadia Migliaccio,3477522732
Virgilio,Petrocelli-Stoppani,Virgilio Petrocelli-Stoppani,3853448159
Flavia,Paolucci,Flavia Paolucci,3900309643
Severino,Ceschi,Severino Ceschi,3538039823
Loredana,Casadei,Loredana Casadei,3790180006
Dott.,Marissa,Dott. Marissa Valier,3866681013
Sonia,Sgarbi-Saragat,Sonia Sgarbi-Saragat,3046510463
Gioffre,Rizzo,Gioffre Rizzo,3178981589
Arnaldo,Virgilio,Arnaldo Virgilio,3929988329
Ottone,Marcacci,Ottone Marcacci,3353295219
Sergius,Durante,Sergius Durante,3838850701
Caterina,Caruso,Caterina Caruso,3757518149
Donna,Zaguri,Donna Zaguri,3463509445
Clelia,Abba,Clelia Abba,3996319604
Beatrice,Canali-Schiaparelli,Beatrice Canali-Schiaparelli,3935210171
Cristina,Goldstein,Cristina Goldstein,3120737114
Antonia,Greggio,Antonia Greggio,3148259657
Sig.,Antonello,Sig. Antonello Zoppetto,3507939773
Patrizio,Giammusso-Amato,Patrizio Giammusso-Amato,3075519908
Sig.ra,Lolita,Sig.ra Lolita Giusti,3119802700
Corrado,Tagliafierro-Finetti,Corrado Tagliafierro-Finetti,3771841105
Laura,Basso-Jovinelli,Laura Basso-Jovinelli,3469812263
Adriana,Montessori,Adriana Montessori,3739453348
Angelica,Camanni-Visconti,Angelica Camanni-Visconti,3804189322
Gianfrancesco,Meucci,Gianfrancesco Meucci,3064831559
Gianpietro,Fracci-Gramsci,Gianpietro Fracci-Gramsci,3714203425
Rosaria,Dallara,Rosaria Dallara,3195716414
Vanessa,Giulietti-Dallapé,Vanessa Giulietti-Dallapé,3261013545
Ubaldo,Cianciolo,Ubaldo Cianciolo,3903978752
Puccio,Ruberto,Puccio Ruberto,3043656500
Paloma,Cugia,Paloma Cugia,3918602291
Enrico,Binaghi-Salgari,Enrico Binaghi-Salgari,3150627841
Donna,Trevisani,Donna Trevisani,3710782213
Dott.,Tina,Dott. Tina Maffei,3372093069
Giovanna,Chittolini,Giovanna Chittolini,3035976552
Arsenio,Lamborghini,Arsenio Lamborghini,3023254734
Evangelista,Marangoni-Pedrazzini,Evangelista Marangoni-Pedrazzini,3787920743
Sig.ra,Alessia,Sig.ra Alessia Tagliafierro,3682419396
Ruggiero,Moccia,Ruggiero Moccia,3979899306
Coriolano,Travaglio,Coriolano Travaglio,3043354217
Bernardo,Soranzo,Bernardo Soranzo,3659299466
Lamberto,Rizzoli,Lamberto Rizzoli,3831951487
Coriolano,Amato,Coriolano Amato,3983166385
Dott.,Pellegrino,Dott. Pellegrino Gramsci,3777592593
Sig.,Arnaldo,Sig. Arnaldo Lettiere,3155756336
Dott.,Emma,Dott. Emma Giannini,3625586912
Alberto,Ricciardi,Alberto Ricciardi,3402259490
Arnulfo,Fusani,Arnulfo Fusani,3481085072
Lucia,Campanella,Lucia Campanella,3647597870
Pompeo,Ficino,Pompeo Ficino,3012323943
Jolanda,Baggio,Jolanda Baggio,3285381118
Sig.,Enzio,Sig. Enzio Tomasetti,3309922968
Sig.ra,Sandra,Sig.ra Sandra Montalcini,3747929255
Sig.,Mirko,Sig. Mirko Finetti,3414488975
Gioachino,Farina,Gioachino Farina,3685678285
Rosina,Turchi,Rosina Turchi,3729340640
Giada,Ferrante,Giada Ferrante,3490087619
Dott.,Tonino,Dott. Tonino Iannuzzi,3575512492
Rocco,Bompiani,Rocco Bompiani,3091579646
Lina,Navone,Lina Navone,3640508439
Donna,Chigi-Morlacchi,Donna Chigi-Morlacchi,3654527501
Pier,Giannuzzi,Pier Giannuzzi,3040037607
Luciana,Bazzi,Luciana Bazzi,3186787984
Panfilo,Pascarella-Borroni,Panfilo Pascarella-Borroni,3713482005
Gianfranco,Sansoni,Gianfranco Sansoni,3687243333
Sig.,Umberto,Sig. Umberto Ferrazzi,3584402021
Sig.ra,Aurora,Sig.ra Aurora Savorgnan,3921189235
Marissa,Cocci,Marissa Cocci,3365663032
Gioacchino,Maglio,Gioacchino Maglio,3825426771
Amedeo,Stucchi,Amedeo Stucchi,3910837040
Viridiana,Grassi-Bondumier,Viridiana Grassi-Bondumier,3692441467
Teresa,Monaco,Teresa Monaco,3963134791
Dario,Lercari,Dario Lercari,3169486525
Alina,Busoni,Alina Busoni,3007308564
Viridiana,Grimani,Viridiana Grimani,3648447244
Achille,Rizzoli-Molesini,Achille Rizzoli-Molesini,3784123884
Valentina,Cherubini,Valentina Cherubini,3952282084
Fernanda,Medici,Fernanda Medici,3935978133
Vincentio,Mantegna,Vincentio Mantegna,3461628724
Lina,Gaiatto,Lina Gaiatto,3432722823
Dott.,Paulina,Dott. Paulina Nicolini,3474315750
Telemaco,Lerner,Telemaco Lerner,3020683788
Giulio,Ceri,Giulio Ceri,3004100055
Natalia,Magrassi-Balotelli,Natalia Magrassi-Balotelli,3384255827
Dott.,Lara,Dott. Lara Florio,3734035973
Stefania,Geraci,Stefania Geraci,3361670451
Severino,Gozzano,Severino Gozzano,3213400022
Sig.ra,Vincenza,Sig.ra Vincenza Ubaldi,3851982179
Oreste,Bertolucci,Oreste Bertolucci,3548511640
Arturo,Antelami-Petrucelli,Arturo Antelami-Petrucelli,3309405529
Dott.,Luciana,Dott. Luciana Tommaseo,3713693431
Lidia,Gotti,Lidia Gotti,3881002245
Beppe,Rapisardi-Mastandrea,Beppe Rapisardi-Mastandrea,3776906254
Cesare,Magnani,Cesare Magnani,3733051386
Massimo,Niscoromni,Massimo Niscoromni,3832438123
Sig.ra,Flavia,Sig.ra Flavia Donini,3533290388
Sig.,Gioacchino,Sig. Gioacchino Borromini,3624911947
Massimo,Castioni,Massimo Castioni,3698906761
Elvira,Branciforte,Elvira Branciforte,3847104925
Adelmo,Onio,Adelmo Onio,3767912489
Alessia,Frescobaldi,Alessia Frescobaldi,3806728629
Luciana,Boezio,Luciana Boezio,3568141696
Alessia,Monduzzi,Alessia Monduzzi,3624171160
Dott.,Fabia,Dott. Fabia Montessori,3019750416
Victoria,Toscanini,Victoria Toscanini,3946306714
Adriana,Berrè,Adriana Berrè,3013314607
Dolores,Treves,Dolores Treves,3943622737
Susanna,Montessori-Garzoni,Susanna Montessori-Garzoni,3926426459
Paulina,Mocenigo-Ritacca,Paulina Mocenigo-Ritacca,3600901232
Dott.,Enzio,Dott. Enzio Scandone,3424211722
Annunziata,Sommaruga,Annunziata Sommaruga,3937197371
Morena,Sokolov,Morena Sokolov,3913645530
Giustino,Mastandrea,Giustino Mastandrea,3196079047
Greca,Luria,Greca Luria,3953927472
Fernanda,Rizzo,Fernanda Rizzo,3788688228
Adelasia,Badoer-Ferragamo,Adelasia Badoer-Ferragamo,3120186347
Lando,Zanichelli,Lando Zanichelli,3447926518
Martina,Costanzi,Martina Costanzi,3589441972
Aldo,Gaito,Aldo Gaito,3945881377
Dott.,Eva,Dott. Eva Semitecolo,3593437920
Sig.ra,Stefania,Sig.ra Stefania Rosselli,3254262388
Federigo,Ludovisi,Federigo Ludovisi,3534182480
Luciana,Antelami,Luciana Antelami,3461508348
Gianmarco,Columbo,Gianmarco Columbo,3379076226
Silvio,Piccinni,Silvio Piccinni,3062410888
Nicoletta,Zarlino,Nicoletta Zarlino,3975096180
Vanessa,Padovano,Vanessa Padovano,3300694030
Gianpietro,Vergerio,Gianpietro Vergerio,3442854678
Giuliana,Tasca,Giuliana Tasca,3885458258
Gemma,Agostini,Gemma Agostini,3265571367
Adelmo,Lombroso,Adelmo Lombroso,3124941982
Concetta,Pozzecco,Concetta Pozzecco,3287175350
Gianfrancesco,Cammarata,Gianfrancesco Cammarata,3105789496
Sig.,Ennio,Sig. Ennio Montalti,3289437738
Hugo,Bajardi,Hugo Bajardi,3297434061
Nicola,Ceci-Leopardi,Nicola Ceci-Leopardi,3314953470
Federigo,Paganini,Federigo Paganini,3601240692
Concetta,Trevisan,Concetta Trevisan,3921816397
Bruno,Gritti,Bruno Gritti,3007339106
Lucia,Camiscione,Lucia Camiscione,3174639274
Massimo,Bondumier,Massimo Bondumier,3965137487
Sig.,Baldassare,Sig. Baldassare Finotto,3424621981
Roman,Luzi,Roman Luzi,3130561868
Sig.,Dino,Sig. Dino Mastroianni,3284159385
Galasso,Stefanelli-Vecellio,Galasso Stefanelli-Vecellio,3956027073
Bettina,Coppola,Bettina Coppola,3382840804
Sig.ra,Bianca,Sig.ra Bianca Pizzamano,3727981782
Bettina,Gremese,Bettina Gremese,3352389016
Gianfrancesco,Iannuzzi,Gianfrancesco Iannuzzi,3933607460
Ermenegildo,Cicala,Ermenegildo Cicala,3386724007
Giustino,Odescalchi,Giustino Odescalchi,3313252249
Maria,Bonatti,Maria Bonatti,3531574623
Greco,Infantino,Greco Infantino,3399235044
Domenico,Bonolis-Ceri,Domenico Bonolis-Ceri,3333336166
Gioacchino,Donati,Gioacchino Donati,3423640116
Pompeo,Pascarella-Mazzi,Pompeo Pascarella-Mazzi,3673935826
Dott.,Federico,Dott. Federico Pavone,3869930031
Federica,Costalonga,Federica Costalonga,3898188404
Dott.,Damiano,Dott. Damiano Michelangeli,3490044613
Arturo,Casagrande,Arturo Casagrande,3773408264
Pasqual,Paganini,Pasqual Paganini,3721136961
Paulina,Palazzo,Paulina Palazzo,3515044837
Danilo,Satta,Danilo Satta,3691021918
Alberico,Gussoni,Alberico Gussoni,3595713931
Maria,Pepe,Maria Pepe,3160061122
Berenice,Pasolini-Canil,Berenice Pasolini-Canil,3593603889
Nico,Galilei,Nico Galilei,3589984222
Angelina,Tropea,Angelina Tropea,3804064265
Adelmo,Scarponi,Adelmo Scarponi,3639059199
Ermanno,Gasperi-Abatantuono,Ermanno Gasperi-Abatantuono,3772178120
Galasso,Borgia-Ferretti,Galasso Borgia-Ferretti,3877638741
Serafina,Trapanese,Serafina Trapanese,3191414403
Caterina,Fabbri-Navarria,Caterina Fabbri-Navarria,3902437090
Angelina,Maffei,Angelina Maffei,3998641184
Fabia,Petrucci-Bellini,Fabia Petrucci-Bellini,3882559155
Dott.,Nico,Dott. Nico Persico,3795494127
Romeo,Abbagnale,Romeo Abbagnale,3306439333
Melissa,Maffei,Melissa Maffei,3306619417
Sig.ra,Carla,Sig.ra Carla Foa,3472603348
Lucia,Nonis,Lucia Nonis,3017758671
Lucia,Turchetta,Lucia Turchetta,3531345844
Nedda,Romano,Nedda Romano,3759668586
Bartolomeo,Bajamonti,Bartolomeo Bajamonti,3168576951
Bianca,Balotelli,Bianca Balotelli,3222060578
Fabrizia,Pisacane,Fabrizia Pisacane,3620725243
Rosa,Pastine,Rosa Pastine,3138638384
Gilberto,Morellato,Gilberto Morellato,3904517073
Alina,Cristoforetti,Alina Cristoforetti,3347462301
Giuseppina,Treves,Giuseppina Treves,3318577605
Dott.,Rosario,Dott. Rosario Chechi,3541881881
Nanni,Montessori,Nanni Montessori,3455808094
Rosario,Naccari,Rosario Naccari,3962746969
Fulvio,Duse,Fulvio Duse,3549635553
Lidia,Galilei,Lidia Galilei,3097563397
Nico,Giunti,Nico Giunti,3663718795
Livia,Ostinelli,Livia Ostinelli,3380930960
Paoletta,Mazzacurati-Verga,Paoletta Mazzacurati-Verga,3417143667
Livio,Tanzini-Villarosa,Livio Tanzini-Villarosa,3110395191
Margherita,Barsanti,Margherita Barsanti,3486582851
Antonia,Interminei-Turrini,Antonia Interminei-Turrini,3520699413
Lilla,Tassoni-Filippini,Lilla Tassoni-Filippini,3086835861
Pietro,Scarlatti,Pietro Scarlatti,3363902315
Tullio,Spinola-Luzi,Tullio Spinola-Luzi,3363279084
Germana,Niggli,Germana Niggli,3318227153
Jacopo,Lombardo,Jacopo Lombardo,3897491493
Gloria,Anichini,Gloria Anichini,3037786726
Ugo,Smirnoff,Ugo Smirnoff,3539303536
Ezio,Sabatini-Donatoni,Ezio Sabatini-Donatoni,3942852295
Imelda,Argurio,Imelda Argurio,3693453006
Mauro,Murialdo,Mauro Murialdo,3025133604
Bianca,Toselli,Bianca Toselli,3888703674
Giovanna,Moccia,Giovanna Moccia,3547365303
Ornella,Brugnaro,Ornella Brugnaro,3442244098
Sante,Balbi,Sante Balbi,3377743288
Benito,Soprano,Benito Soprano,3185985712
Roman,Zanichelli,Roman Zanichelli,3991673197
Dott.,Virgilio,Dott. Virgilio Ricolfi,3607385542
Coriolano,Speri,Coriolano Speri,3242948145
Martina,Canevascini,Martina Canevascini,3046787822
Dott.,Antonina,Dott. Antonina Bellucci,3319782337
Dott.,Annunziata,Dott. Annunziata Chinnici,3558232376
Leonardo,Pace-Brugnaro,Leonardo Pace-Brugnaro,3190969092
Laureano,Bongiorno,Laureano Bongiorno,3558517913
Giancarlo,Sobrero,Giancarlo Sobrero,3881578299
Marcantonio,Marini-Santorio,Marcantonio Marini-Santorio,3626824650
Dott.,Saverio,Dott. Saverio Scialpi,3623351962
Ruggero,Farnese,Ruggero Farnese,3098342545
Sig.ra,Stella,Sig.ra Stella Lopresti,3697291064
Rosario,Palombi,Rosario Palombi,3694244943
Sig.,Elladio,Sig. Elladio Pedroni,3092003105
Sig.,Panfilo,Sig. Panfilo Riccati,3575375841
Osvaldo,Gentileschi,Osvaldo Gentileschi,3295020761
Nina,Montanari,Nina Montanari,3097033729
Gelsomina,Carfagna-Cianciolo,Gelsomina Carfagna-Cianciolo,3269294562
Mirco,Romagnoli,Mirco Romagnoli,3984818292
Orlando,Montanari,Orlando Montanari,3544965463
Calogero,Beccaria-Cimarosa,Calogero Beccaria-Cimarosa,3278297907
Sylvia,Papafava-Nicolini,Sylvia Papafava-Nicolini,3532355049
Annibale,Buscetta,Annibale Buscetta,3709681519
Zaira,Giradello,Zaira Giradello,3177036721
Michelangelo,Mazzini,Michelangelo Mazzini,3309242036
Eva,Casaleggio,Eva Casaleggio,3986814631
Lando,Perini,Lando Perini,3311252249
Fiamma,Zetticci,Fiamma Zetticci,3223159718
Lando,Norbiato-Avogadro,Lando Norbiato-Avogadro,3920437320
Santino,Modigliani,Santino Modigliani,3810861883
Barbara,Micheletti,Barbara Micheletti,3958710935
Aurora,Verga,Aurora Verga,3292111100
Dionigi,Carducci-Filzi,Dionigi Carducci-Filzi,3714105777
Azeglio,Ferrara,Azeglio Ferrara,3013247537
Matilda,Caccianemico,Matilda Caccianemico,3785813162
Rocco,Correr,Rocco Correr,3021769525
Dott.,Amadeo,Dott. Amadeo Pavarotti,3802790977
Serena,Alfieri,Serena Alfieri,3588376802
Ignazio,Agostinelli-Liguori,Ignazio Agostinelli-Liguori,3980851662
Lara,Martinelli,Lara Martinelli,3194070207
Giorgio,Scandone-Majorana,Giorgio Scandone-Majorana,3538823780
Sig.,Raffaello,Sig. Raffaello Curiel,3132584801
Enzio,Turci,Enzio Turci,3600955732
Ramona,Asprucci,Ramona Asprucci,3532063469
Piergiorgio,Vismara-Trombetta,Piergiorgio Vismara-Trombetta,3256873642
Giovanni,Buonauro,Giovanni Buonauro,3647685310
Pietro,Murialdo,Pietro Murialdo,3516399207
Gianpaolo,Pellegrini-Gulotta,Gianpaolo Pellegrini-Gulotta,3917984429
Fausto,Giammusso,Fausto Giammusso,3125112685
Arsenio,Venier,Arsenio Venier,3126746702
Calogero,Bova,Calogero Bova,3599568023
Raffaella,Bellocchio,Raffaella Bellocchio,3164550059
